loan_id,customer_id,disbursal_date,loan_amount,tenure_months,interest_rate,emi_amount,vehicle_type,branch,disbursal_date_raw
LN002019,CU002541,2023-10-15,134615,36,13.58,4573.41,"Commercial Vehicle",ahmedabad,2023-10-15
LN002555,CU004159,2023-10-08,89676,36,10.77,2926.12,Car,chennai,2023-10-08
LN004191,CU001141,2021-11-28,135670,24,18.06,6777.14,Tractor,delhi,2021-11-28
LN003268,CU001235,2021-11-22,88998,24,17.82,4435.41,"Two wheeler",kozhikode,"22 Nov 2021"
LN000893,CU000215,2023-04-26,147072,24,16.97,7269.45,"Two wheeler",thrissur,"26 Apr 2023"
LN002651,CU000502,2023-06-06,251382,36,16.53,8903.76,"Two wheeler",ahmedabad,06/06/2023
LN002928,CU000995,2023-07-03,79302,48,16.71,2276.38,Car,chennai,03/07/2023
LN003815,CU000271,2023-04-08,159489,48,14.18,4372.69,"Two wheeler",mumbai,08/04/2023
LN001248,CU001677,2022-12-03,82555,12,15.12,7455.95,"Two wheeler",hyderabad,03/12/2022
LN002780,CU004311,2022-03-27,95242,60,15.97,2314.58,Car,coimbatore,03/27/2022
LN004120,CU002842,2021-09-19,73276,36,18.26,2658.67,"Two wheeler",hyderabad,09/19/2021
LN001083,CU004589,2021-05-22,101272,36,18.29,3675.98,"Two wheeler",mumbai,05/22/2021
LN000187,CU000649,2023-12-28,121858,24,16.41,5990.45,Car,ahmedabad,"28 Dec 2023"
LN002213,CU001258,2023-10-24,116550,60,10.89,2527.69,Car,pune,24/10/2023
LN004465,CU001383,2023-07-12,143294,36,12.59,4799.89,"Commercial Vehicle",hyderabad,2023-07-12
LN003940,CU000356,2024-05-26,165800,12,15.44,14999.27,"Commercial Vehicle",hyderabad,26/05/2024
LN000046,CU000100,2021-01-07,209960,24,17.77,10458.75,"Two wheeler",kolkata,"07 Jan 2021"
LN002234,CU000822,2023-05-30,220310,12,14.76,19859.87,Car,mumbai,05/30/2023
LN000605,CU000031,2023-10-23,113088,12,15.18,10216.74,Car,delhi,23/10/2023
LN004454,CU000316,2021-02-04,116419,12,16.71,10601.95,"Two wheeler",ahmedabad,"04 Feb 2021"
LN003190,CU002786,2021-09-24,127712,24,12.9,6065.66,"Two wheeler",delhi,24/09/2021
LN000185,CU002908,2022-04-01,113642,36,16.17,4004.86,"Commercial Vehicle",kozhikode,2022-04-01
LN003104,CU002660,2022-10-17,96236,36,15.14,3342.65,"Two wheeler",delhi,17/10/2022
LN003191,CU002729,2021-03-30,114941,48,17.55,3349.42,"Two wheeler",kozhikode,2021-03-30
LN000386,CU002850,2022-12-19,161554,12,11.07,14283.69,Tractor,delhi,2022-12-19
LN004698,CU000532,2021-09-06,137741,36,13.43,4669.62,Car,delhi,06/09/2021
LN000626,CU003444,2021-09-11,126123,36,14.52,4342.51,"Commercial Vehicle",bangalore,11/09/2021
LN001605,CU002714,2022-08-23,132178,36,18.25,4795.14,Car,kolkata,23/08/2022
LN000771,CU002517,2021-10-14,221329,36,12.07,7358.69,Car,hyderabad,2021-10-14
LN000744,CU002365,2022-05-10,93003,36,10.25,3011.87,"Two wheeler",bangalore,10/05/2022
LN000937,CU001765,2023-03-09,51562,48,9.51,1295.65,"Commercial Vehicle",coimbatore,09/03/2023
LN003230,CU001122,2023-09-27,178416,24,15.86,8723.87,"Two wheeler",hyderabad,2023-09-27
LN004808,CU000758,2023-04-24,172750,48,11.9,4540.69,Tractor,mumbai,"24 Apr 2023"
LN002734,CU002882,2023-11-05,64841,24,17.64,3225.86,"Commercial Vehicle",mumbai,05/11/2023
LN000193,CU004242,2023-01-27,104483,24,11.85,4911.06,"Commercial Vehicle",mumbai,2023-01-27
LN001596,CU003026,2024-05-29,216891,48,14.38,5968.29,"Commercial Vehicle",bangalore,"29 May 2024"
LN002404,CU000206,2024-02-02,75248,36,11.55,2483.17,Car,kozhikode,02/02/2024
LN002843,CU000949,2023-07-01,78943,24,17.05,3905.02,"Two wheeler",kolkata,2023-07-01
LN003080,CU002714,2024-02-06,114291,12,15.23,10328.12,"Two wheeler",kochi,06/02/2024
LN004667,CU000088,2022-07-07,147134,48,12.85,3936.29,Tractor,ahmedabad,"07 Jul 2022"
LN000131,CU001202,2021-06-04,178425,12,10.32,15712.96,"Two wheeler",ahmedabad,04/06/2021
LN001065,CU000113,2022-10-16,68031,36,17.8,2452.66,Car,pune,10/16/2022
LN003503,CU001461,2021-05-25,145215,48,12.87,3886.39,"Two wheeler",kozhikode,"25 May 2021"
LN002806,CU001473,2022-03-22,131470,48,18.33,3884.64,"Two wheeler",kolkata,2022-03-22
LN004441,CU001724,2023-01-25,270547,48,13.07,7267.5,"Two wheeler",pune,"25 Jan 2023"
LN001003,CU002792,2023-06-06,236510,48,11.45,6164.54,Car,ahmedabad,"06 Jun 2023"
LN001607,CU002120,2022-02-02,91271,24,13.67,4367.97,Car,thrissur,02/02/2022
LN000955,CU002113,2023-10-25,41361,24,17.21,2049.16,"Commercial Vehicle",kozhikode,10/25/2023
LN004677,CU001940,2024-02-27,158625,36,10.44,5151.21,Car,bangalore,"27 Feb 2024"
LN001380,CU003174,2022-08-04,97756,24,9.93,4507.79,Car,coimbatore,"04 Aug 2022"
LN002785,CU000146,2023-10-05,91491,24,17.24,4534.08,Car,kozhikode,2023-10-05
LN000722,CU002084,2024-01-06,82508,60,18.1,2099.65,Car,bangalore,06/01/2024
LN002284,CU002012,2022-08-19,120750,24,14.42,5821.54,Car,thrissur,2022-08-19
LN001578,CU004188,2023-06-25,523657,36,10.9,17119.07,"Two wheeler",hyderabad,2023-06-25
LN002955,CU002482,2023-02-08,103051,48,12.82,2755.4,"Two wheeler",kolkata,2023-02-08
LN001673,CU004593,2023-01-18,206780,36,9.57,6630.54,Car,kochi,"18 Jan 2023"
LN004914,CU004500,2023-05-24,111539,12,16.29,10135.34,"Two wheeler",delhi,24/05/2023
LN004997,CU001633,2021-09-07,87290,36,14.35,2998.23,"Two wheeler",bangalore,2021-09-07
LN003905,CU001523,2021-12-15,105086,36,12.33,3506.95,Car,kozhikode,12/15/2021
LN002876,CU003183,2022-08-15,85477,12,13.82,7667.5,Car,kochi,2022-08-15
LN002364,CU000094,2022-02-05,94241,48,13.8,2565.83,"Two wheeler",kochi,2022-02-05
LN002935,CU002685,2023-01-09,119827,24,14.77,5796.92,"Two wheeler",ahmedabad,"09 Jan 2023"
LN003287,CU000434,2023-06-08,141933,48,11.39,3695.27,"Two wheeler",thrissur,"08 Jun 2023"
LN004684,CU004093,2021-02-27,98530,48,13.79,2682.11,"Two wheeler",delhi,27/02/2021
LN004029,CU003315,2024-01-27,294970,24,18.03,14730.39,Car,kochi,01/27/2024
LN002230,CU001255,2024-03-18,82963,36,15.21,2884.48,"Two wheeler",coimbatore,"18 Mar 2024"
LN004987,CU003918,2021-01-23,92362,36,15.3,3215.34,Car,bangalore,2021-01-23
LN004142,CU003872,2022-04-10,40000,48,17.57,1166.03,"Two wheeler",bangalore,10/04/2022
LN003216,CU003320,2021-07-31,83069,24,17.4,4123.1,Car,chennai,"31 Jul 2021"
LN002064,CU003333,2023-06-05,149293,48,15.76,4212.68,"Two wheeler",bangalore,2023-06-05
LN000832,CU000845,2022-10-08,140264,36,15.45,4893.26,"Two wheeler",thrissur,2022-10-08
LN001020,CU000484,2022-07-11,108803,48,17.96,3193.81,"Two wheeler",thrissur,"11 Jul 2022"
LN002174,CU002742,2022-04-04,148556,60,16.71,3668.87,"Two wheeler",mumbai,"04 Apr 2022"
LN004759,CU001015,2021-08-21,166557,24,9.84,7673.47,"Two wheeler",chennai,"21 Aug 2021"
LN000936,CU001898,2022-07-12,154175,24,13.2,7344.25,Car,mumbai,2022-07-12
LN001258,CU000426,2021-08-21,256032,48,15.72,7219.36,"Commercial Vehicle",bangalore,2021-08-21
LN003586,CU002502,2024-02-22,131948,36,15.34,4596.02,"Two wheeler",kochi,02/22/2024
LN002719,CU000939,2023-03-02,101818,48,18.23,3003.15,Car,bangalore,2023-03-02
LN000375,CU004370,2023-06-01,120147,36,16.44,4250.16,"Commercial Vehicle",kochi,01/06/2023
LN001143,CU004212,2023-01-25,210324,12,15.74,19057.01,"Two wheeler",pune,01/25/2023
LN004913,CU001571,2021-12-07,81186,60,15.42,1949.35,Car,ahmedabad,"07 Dec 2021"
LN002147,CU004382,2022-01-16,66083,24,10.16,3054.28,Car,chennai,"16 Jan 2022"
LN001865,CU004285,2024-06-26,159354,24,10.05,7357.06,"Commercial Vehicle",pune,06/26/2024
LN002255,CU001009,2022-11-14,281990,48,12.15,7446.66,Car,coimbatore,2022-11-14
LN000092,CU003173,2023-08-23,40000,36,10.56,1301.23,Car,bangalore,2023-08-23
LN004834,CU002765,2023-06-13,55324,36,15.65,1935.48,"Two wheeler",mumbai,13/06/2023
LN001742,CU002916,2023-11-25,162296,36,11.77,5372.74,"Two wheeler",kozhikode,25/11/2023
LN003597,CU001242,2022-04-24,130238,36,16.34,4600.67,Car,hyderabad,04/24/2022
LN000419,CU000655,2023-12-11,77062,36,13.55,2616.99,"Commercial Vehicle",coimbatore,"11 Dec 2023"
LN002545,CU003325,2023-05-01,174042,12,9.97,15298.63,"Commercial Vehicle",chennai,01/05/2023
LN004786,CU000823,2023-04-14,202019,36,15.14,7016.91,"Two wheeler",delhi,2023-04-14
LN003715,CU002912,2022-06-07,111220,24,16.35,5464.3,"Two wheeler",mumbai,"07 Jun 2022"
LN001396,CU004060,2021-08-23,75935,24,10.57,3524.03,"Commercial Vehicle",hyderabad,"23 Aug 2021"
LN002467,CU000086,2024-05-31,197807,24,15.52,9639.94,Tractor,delhi,"31 May 2024"
LN002782,CU000652,2022-08-20,126166,36,13.42,4276.6,Tractor,bangalore,20/08/2022
LN000492,CU003979,2024-04-15,117419,24,12.46,5552.58,Tractor,bangalore,2024-04-15
LN002137,CU002937,2021-07-10,160616,12,11.72,14249.51,"Two wheeler",kozhikode,"10 Jul 2021"
LN000825,CU001516,2023-10-26,87797,48,16.15,2494.94,Car,hyderabad,26/10/2023
LN001117,CU000813,2023-09-22,89181,36,11.17,2926.86,Car,mumbai,22/09/2023
LN000745,CU000235,2021-11-07,81702,36,11.17,2681.4,"Two wheeler",hyderabad,07/11/2021
LN003380,CU003719,2022-02-11,113906,24,17.99,5686.1,Car,coimbatore,2022-02-11
LN002677,CU002657,2023-12-31,107004,24,11.9,5032.05,Car,ahmedabad,2023-12-31
LN000259,CU000595,2022-02-02,185301,36,10.38,6012.26,"Commercial Vehicle",ahmedabad,02/02/2022
LN000016,CU000813,2023-08-03,77573,48,14.38,2134.61,"Two wheeler",pune,03/08/2023
LN004755,CU002716,2021-12-31,69937,24,17.36,3469.95,"Commercial Vehicle",hyderabad,2021-12-31
LN000138,CU000844,2023-02-17,142234,12,18.33,13062.36,Car,coimbatore,"17 Feb 2023"
LN000031,CU002352,2024-02-22,127213,24,12.14,5996.68,Car,bangalore,22/02/2024
LN004938,CU001404,2021-11-30,290441,36,11.05,9515.54,Car,pune,30/11/2021
LN002485,CU000267,2023-04-14,84518,36,18.29,3067.84,"Two wheeler",delhi,2023-04-14
LN000564,CU000163,2022-05-18,101695,48,13.82,2769.79,"Commercial Vehicle",hyderabad,2022-05-18
LN004385,CU003046,2023-06-12,160488,36,16.9,5713.85,Car,kochi,12/06/2023
LN000498,CU002581,2022-10-05,320469,12,15.79,29044.59,"Commercial Vehicle",kochi,05/10/2022
LN000080,CU004172,2022-05-19,78408,60,17.65,1976.15,Car,bangalore,2022-05-19
LN001304,CU003028,2022-05-21,129814,36,11.77,4297.44,Car,pune,"21 May 2022"
LN004226,CU003275,2023-03-08,225594,60,13.52,5193.21,Car,hyderabad,08/03/2023
LN004822,CU000407,2021-04-14,123244,60,11.98,2740.25,Car,hyderabad,2021-04-14
LN000496,CU002111,2024-05-11,165092,60,16.58,4065.77,"Two wheeler",kozhikode,2024-05-11
LN002111,CU004118,2024-04-11,159034,36,15.49,5551.2,"Two wheeler",delhi,11/04/2024
LN002430,CU002078,2023-02-22,195499,48,17.01,5642.14,"Two wheeler",kochi,"22 Feb 2023"
LN002336,CU001364,2022-10-23,347050,36,10.09,11213,"Commercial Vehicle",chennai,2022-10-23
LN001616,CU001037,2023-03-10,110684,36,18.03,4003.16,"Two wheeler",pune,2023-03-10
LN003470,CU001993,2021-11-03,182459,24,11.02,8505.71,Tractor,kochi,"03 Nov 2021"
LN004851,CU002215,2023-10-29,79418,24,15.03,3851.84,"Two wheeler",thrissur,10/29/2023
LN004655,CU000269,2022-10-10,193292,24,11.35,9040.36,"Two wheeler",thrissur,2022-10-10
LN001080,CU000680,2023-03-29,107052,60,15.37,2567.6,Tractor,pune,2023-03-29
LN002414,CU002552,2022-11-24,299534,60,12.33,6713.03,Car,mumbai,11/24/2022
LN001778,CU001510,2022-10-23,136543,36,14.73,4715.27,Car,delhi,2022-10-23
LN004993,CU003370,2023-01-10,300213,48,10.99,7757.7,"Commercial Vehicle",thrissur,10/01/2023
LN002522,CU001080,2024-01-11,306064,48,16.69,8782.48,"Two wheeler",ahmedabad,"11 Jan 2024"
LN001222,CU002468,2023-06-15,102101,48,14.26,2803.4,"Two wheeler",coimbatore,06/15/2023
LN003101,CU001626,2024-05-05,121261,48,17.61,3537.38,Car,pune,"05 May 2024"
LN003194,CU001603,2021-11-21,106612,36,13.36,3610.69,Car,ahmedabad,2021-11-21
LN002016,CU001851,2023-10-31,81013,36,14.45,2786.57,Car,ahmedabad,2023-10-31
LN003529,CU001358,2023-11-14,128115,24,10.08,5916.59,"Commercial Vehicle",ahmedabad,"14 Nov 2023"
LN001714,CU003958,2021-02-14,70905,24,12.53,3355.32,Car,bangalore,14/02/2021
LN003326,CU000005,2021-04-15,78683,60,9.59,1655.95,"Commercial Vehicle",coimbatore,"15 Apr 2021"
LN002848,CU003713,2021-07-24,113709,36,13.69,3869.21,"Two wheeler",mumbai,07/24/2021
LN004459,CU000865,2023-06-13,40000,60,14.45,940.09,Car,hyderabad,13/06/2023
LN002731,CU000015,2024-02-09,147871,48,14.57,4083.2,"Commercial Vehicle",thrissur,"09 Feb 2024"
LN001793,CU004411,2023-08-10,123082,12,16.07,11171.41,Car,chennai,10/08/2023
LN004616,CU003633,2022-08-01,61383,36,17.28,2197.03,"Commercial Vehicle",bangalore,2022-08-01
LN004974,CU004174,2021-02-08,202531,36,16.49,7169.48,"Two wheeler",bangalore,08/02/2021
LN001292,CU003461,2021-08-20,149533,24,11.19,6982.61,Car,thrissur,"20 Aug 2021"
LN002492,CU000226,2023-02-13,196457,24,12.63,9305.82,"Two wheeler",kolkata,13/02/2023
LN000279,CU000043,2023-08-22,131500,48,13.3,3547.43,"Two wheeler",hyderabad,"22 Aug 2023"
LN000214,CU004217,2023-08-09,214569,24,11.03,10003.59,"Two wheeler",kozhikode,"09 Aug 2023"
LN003820,CU003275,2023-09-08,70606,24,13.9,3386.66,Car,pune,08/09/2023
LN004788,CU004267,2024-01-05,231123,36,10.69,7532.79,"Two wheeler",pune,2024-01-05
LN002888,CU003937,2022-10-04,71187,24,16.28,3495.07,"Two wheeler",kolkata,2022-10-04
LN004724,CU004348,2024-02-06,169720,24,17.96,8469.84,"Two wheeler",chennai,06/02/2024
LN000935,CU000667,2022-02-03,214407,60,12.6,4834.63,Car,bangalore,2022-02-03
LN001517,CU004297,2023-08-23,112844,24,14.52,5445.73,Tractor,kochi,23/08/2023
LN001452,CU003800,2022-08-20,116703,24,11.85,5485.44,"Two wheeler",kolkata,2022-08-20
LN000659,CU004424,2023-08-12,132035,36,13.74,4495.99,"Two wheeler",coimbatore,12/08/2023
LN001960,CU002598,2023-08-23,194140,36,17.25,6945.8,"Two wheeler",bangalore,08/23/2023
LN000186,CU003481,2022-06-08,224456,24,17.89,11193.84,"Two wheeler",delhi,"08 Jun 2022"
LN000552,CU002386,2021-04-28,133433,36,17.72,4805.2,"Commercial Vehicle",pune,04/28/2021
LN000516,CU001324,2022-11-30,52772,48,10.16,1342.49,"Commercial Vehicle",hyderabad,30/11/2022
LN001194,CU000773,2021-07-21,84961,48,14.22,2331.07,"Commercial Vehicle",mumbai,2021-07-21
LN002312,CU002213,2021-06-24,129295,36,16.51,4578.25,Car,bangalore,"24 Jun 2021"
LN000398,CU003678,2021-12-11,345461,36,16.62,12251.39,"Two wheeler",hyderabad,11/12/2021
LN003134,CU000953,2022-02-25,126541,12,11.13,11191.58,"Two wheeler",bangalore,2022-02-25
LN003800,CU002595,2023-06-24,51011,24,15.54,2486.46,"Two wheeler",chennai,24/06/2023
LN003716,CU003172,2023-05-27,84846,24,17.63,4220.71,"Commercial Vehicle",kolkata,05/27/2023
LN004965,CU003467,2022-05-16,99937,36,12.3,3333.68,"Two wheeler",ahmedabad,2022-05-16
LN003120,CU002889,2024-02-29,169979,36,16.58,6024.74,"Two wheeler",hyderabad,2024-02-29
LN003844,CU004370,2022-07-30,244049,48,10.85,6289.81,"Two wheeler",pune,2022-07-30
LN000008,CU001638,2022-07-10,133745,24,18.49,6708.81,Tractor,hyderabad,"10 Jul 2022"
LN002910,CU003913,2023-07-24,177866,60,16.7,4391.79,"Two wheeler",bangalore,2023-07-24
LN000823,CU003312,2021-03-10,162540,48,9.63,4093.61,"Two wheeler",kochi,2021-03-10
LN003876,CU000302,2023-04-06,114361,60,16.51,2812.12,"Two wheeler",coimbatore,2023-04-06
LN000231,CU000969,2021-02-04,58919,24,11.69,2765,"Two wheeler",bangalore,2021-02-04
LN001618,CU001325,2023-11-09,215327,36,13.23,7279.1,"Two wheeler",thrissur,2023-11-09
LN000119,CU001921,2021-06-28,96065,36,12.51,3214.18,"Commercial Vehicle",coimbatore,"28 Jun 2021"
LN001168,CU004482,2023-06-24,113428,12,13.07,10134.81,Tractor,kochi,2023-06-24
LN003419,CU003921,2024-05-22,191078,24,12.39,9029.54,Car,bangalore,2024-05-22
LN004016,CU000394,2021-10-05,202633,24,10.06,9356.1,"Two wheeler",delhi,05/10/2021
LN001059,CU004582,2021-02-21,156512,60,13.68,3615.85,"Two wheeler",coimbatore,2021-02-21
LN002905,CU001919,2023-01-08,161723,60,17.67,4077.72,"Two wheeler",bangalore,2023-01-08
LN001560,CU002804,2021-06-14,268445,48,11.15,6957.67,"Commercial Vehicle",mumbai,06/14/2021
LN003119,CU000371,2022-10-30,229233,24,10.42,10622.43,Tractor,kozhikode,2022-10-30
LN000278,CU001848,2022-10-08,306982,48,17.16,8883.41,"Two wheeler",thrissur,08/10/2022
LN003726,CU001509,2022-04-25,134856,24,13.32,6431.59,"Commercial Vehicle",pune,25/04/2022
LN000295,CU004030,2023-08-27,184008,48,16.03,5217.67,Car,kochi,08/27/2023
LN004391,CU001794,2021-02-13,158203,48,16.26,4504.61,Car,kolkata,"13 Feb 2021"
LN003082,CU000779,2023-10-01,103269,36,14.07,3533,"Two wheeler",hyderabad,2023-10-01
LN003932,CU000246,2022-11-11,255062,12,12.1,22673.88,"Commercial Vehicle",hyderabad,11/11/2022
LN001967,CU002380,2022-06-24,207956,24,14.71,10054.46,Tractor,pune,24/06/2022
LN004367,CU004350,2022-07-05,156783,24,18.26,7846.96,"Two wheeler",delhi,2022-07-05
LN003138,CU003757,2023-06-06,103694,24,13.78,4967.88,"Two wheeler",coimbatore,"06 Jun 2023"
LN004945,CU000816,2021-02-23,124416,36,16.1,4380.24,Car,kolkata,23/02/2021
LN002609,CU003433,2022-12-27,178692,48,12.7,4767.29,Car,ahmedabad,27/12/2022
LN001240,CU001615,2023-04-14,232599,36,11.66,7687.9,Car,coimbatore,14/04/2023
LN002120,CU001947,2021-06-01,298866,24,10.03,13795.29,"Commercial Vehicle",bangalore,"01 Jun 2021"
LN004741,CU000658,2024-06-06,92581,24,11.74,4346.88,"Two wheeler",bangalore,06/06/2024
LN002635,CU000163,2021-12-12,204620,24,18.12,10227.34,"Two wheeler",chennai,2021-12-12
LN000260,CU002587,2023-04-09,78343,36,15.86,2748.9,Car,thrissur,2023-04-09
LN002530,CU000941,2023-05-25,118765,36,11.84,3935.63,"Commercial Vehicle",kochi,05/25/2023
LN001152,CU003088,2022-08-17,153264,24,10.12,7080.85,"Two wheeler",ahmedabad,2022-08-17
LN002162,CU001893,2023-01-02,157926,24,12.57,7476.23,"Commercial Vehicle",coimbatore,"02 Jan 2023"
LN004827,CU002764,2021-10-01,158374,24,16.15,7765.84,Car,thrissur,2021-10-01
LN003142,CU004062,2022-07-30,141934,36,12.33,4736.64,Car,hyderabad,"30 Jul 2022"
LN004274,CU003329,2023-08-11,79661,48,11.38,2073.61,Car,delhi,11/08/2023
LN003388,CU003968,2024-01-28,129025,36,12.97,4345.5,"Two wheeler",thrissur,01/28/2024
LN001323,CU002457,2023-05-24,55041,48,13.82,1499.11,"Two wheeler",thrissur,"24 May 2023"
LN000280,CU002633,2021-06-06,137389,36,10.7,4478.45,Car,kolkata,06/06/2021
LN000664,CU000971,2021-04-07,110373,36,13.17,3727.95,Tractor,ahmedabad,2021-04-07
LN003416,CU004227,2024-05-19,127970,24,10.06,5908.71,"Two wheeler",kochi,19/05/2024
LN000123,CU003429,2023-07-10,117505,36,16.65,4168.93,Car,kochi,10/07/2023
LN000290,CU002838,2024-01-21,250167,36,15.63,8749.5,Car,kozhikode,2024-01-21
LN000929,CU000909,2021-03-09,343871,36,15.66,12031.84,Tractor,thrissur,2021-03-09
LN003467,CU004437,2022-11-24,102633,36,11.34,3376.62,"Two wheeler",chennai,24/11/2022
LN002842,CU001897,2021-11-17,53821,24,10.56,2497.5,"Commercial Vehicle",pune,17/11/2021
LN004348,CU003854,2021-04-05,100435,60,14.46,2360.97,Car,ahmedabad,05/04/2021
LN000886,CU001284,2023-07-27,223556,24,10.08,10324.23,"Two wheeler",coimbatore,27/07/2023
LN000251,CU000023,2023-07-08,189078,48,13.12,5083.76,"Two wheeler",kolkata,08/07/2023
LN002541,CU003003,2022-07-11,71889,36,16.87,2558.39,Car,thrissur,"11 Jul 2022"
LN002471,CU001491,2023-04-16,67793,24,15.38,3299.31,"Two wheeler",thrissur,2023-04-16
LN000750,CU001009,2024-05-13,234811,36,16.77,8344.8,"Two wheeler",kozhikode,05/13/2024
LN003126,CU002503,2022-11-10,87753,24,16.73,4327.33,"Two wheeler",ahmedabad,10/11/2022
LN003802,CU002953,2022-07-20,126823,36,16.09,4464.36,"Two wheeler",thrissur,20/07/2022
LN003149,CU003980,2024-01-13,301152,36,17.45,10804.46,Car,delhi,"13 Jan 2024"
LN000208,CU003344,2021-12-29,99140,24,10.58,4601.39,"Commercial Vehicle",bangalore,2021-12-29
LN004136,CU003111,2023-02-15,78781,36,11.51,2598.26,"Two wheeler",kozhikode,2023-02-15
LN004999,CU003730,2024-03-15,106040,48,17.17,3069.12,"Commercial Vehicle",mumbai,"15 Mar 2024"
LN004961,CU001885,2022-12-25,78462,24,16.89,3875.19,"Two wheeler",mumbai,"25 Dec 2022"
LN003471,CU004144,2023-09-17,237869,12,10.93,21015.49,"Two wheeler",ahmedabad,17/09/2023
LN002052,CU003290,2021-06-30,197694,36,17.88,7135.22,Car,bangalore,2021-06-30
LN004699,CU003573,2023-11-16,98871,36,12.34,3300.01,"Two wheeler",kochi,2023-11-16
LN003500,CU004219,2022-06-26,135479,48,12.22,3582.33,"Two wheeler",kozhikode,06/26/2022
LN004249,CU004298,2023-03-18,93761,36,17.28,3355.92,"Two wheeler",thrissur,18/03/2023
LN001615,CU000940,2023-08-16,257789,48,13.75,7012.18,Car,kolkata,08/16/2023
LN000888,CU004482,2022-04-05,170797,36,14.78,5902.35,Car,pune,2022-04-05
LN003654,CU001578,2021-10-25,136735,48,11.2,3547.28,"Two wheeler",bangalore,10/25/2021
LN000429,CU001990,2023-07-09,81262,48,12.72,2168.78,"Two wheeler",ahmedabad,09/07/2023
LN000126,CU004413,2023-06-19,151384,36,10.89,4948.24,Car,bangalore,2023-06-19
LN001735,CU004266,2022-06-01,210006,24,13.86,10069.11,"Commercial Vehicle",kolkata,2022-06-01
LN003907,CU003703,2022-03-07,142486,24,11.53,6676.08,Car,kolkata,07/03/2022
LN002726,CU002737,2023-03-31,101265,36,10.19,3276.58,Car,delhi,03/31/2023
LN001400,CU001645,2021-01-27,40000,12,16.82,3644.77,"Two wheeler",thrissur,2021-01-27
LN004166,CU004447,2022-12-30,60685,12,16.88,5531.31,"Two wheeler",delhi,12/30/2022
LN000104,CU003202,2022-02-26,94682,60,14.18,2211.93,"Commercial Vehicle",chennai,2022-02-26
LN002859,CU002116,2024-06-20,99138,12,9.94,8713.04,"Two wheeler",coimbatore,2024-06-20
LN001904,CU003561,2021-05-28,76287,60,17.66,1923.11,"Two wheeler",ahmedabad,2021-05-28
LN004665,CU003694,2023-07-09,118025,48,17.67,3446.67,Car,kochi,2023-07-09
LN003408,CU000568,2022-04-28,86779,12,17.94,7953.42,Car,mumbai,"28 Apr 2022"
LN002357,CU003130,2021-10-03,96155,48,13.3,2593.94,"Two wheeler",chennai,"03 Oct 2021"
LN000802,CU003568,2023-05-21,183646,24,14.94,8899.14,"Commercial Vehicle",thrissur,2023-05-21
LN004736,CU002729,2024-02-01,216187,36,17.51,7762.64,"Two wheeler",mumbai,"01 Feb 2024"
LN004622,CU002784,2023-11-11,198230,12,14.01,17799.43,"Two wheeler",kochi,11/11/2023
LN000620,CU004339,2021-07-04,246666,60,17.32,6172.81,"Two wheeler",ahmedabad,"04 Jul 2021"
LN002979,CU001869,2022-03-01,148465,36,11.71,4910.62,Car,pune,01/03/2022
LN001177,CU003393,2022-03-28,105053,36,9.93,3386.31,"Two wheeler",ahmedabad,2022-03-28
LN002694,CU003541,2022-04-18,145296,36,12.25,4843.27,Car,chennai,04/18/2022
LN001929,CU003461,2022-03-18,130452,36,17.36,4674.38,"Two wheeler",mumbai,2022-03-18
LN002294,CU000256,2021-03-22,125266,48,16.48,3580.94,"Two wheeler",thrissur,2021-03-22
LN003340,CU002633,2024-05-03,45087,36,14.24,1546.23,"Two wheeler",kozhikode,"03 May 2024"
LN004268,CU000059,2021-08-31,158821,24,15.32,7724.87,Car,thrissur,08/31/2021
LN000306,CU003046,2024-01-20,147016,48,13.95,4013.74,Car,delhi,01/20/2024
