customer_id,age,gender,employment_type,monthly_income,cibil_score,state,age_bucket
CU000365,41,Female,Salaried,39091,589,Telangana,41-50
CU003785,49,Female,Salaried,62138,810,Maharashtra,41-50
CU000944,47,Male,"Self Employed",58627,576,"Uttar Pradesh",41-50
CU001538,37,Male,Salaried,64355,715,"Andra Pradesh",31-40
CU000109,31,Male,"Self Employed",23369,831,Gujarat,31-40
CU000793,36,Male,Salaried,54156,590,Delhi,31-40
CU001330,30,Male,Salaried,18268,800,"Andra Pradesh",21-30
CU002389,44,Male,"Self Employed",54494,844,"Tamil Nadu",41-50
CU003255,37,Male,Salaried,61419,727,"West Bengal",31-40
CU002074,59,Male,Salaried,21221,719,Kerala,51-60
CU003889,56,Female,Salaried,45648,536,Gujarat,51-60
CU000796,29,Female,"Self Employed",45143,492,"Uttar Pradesh",21-30
CU001885,34,Male,Salaried,62192,714,Karnataka,31-40
CU002672,30,Male,"Self Employed",61321,785,,21-30
CU004292,42,Female,"Self Employed",50709,583,Telangana,41-50
CU001457,40,Male,"Self Employed",31686,764,"Tamil Nadu",31-40
CU000896,51,Female,Salaried,67920,610,"West Bengal",51-60
CU000933,32,Female,"Self Employed",25668,868,"Uttar Pradesh",31-40
CU000142,54,Male,Salaried,40085,655,Karnataka,51-60
CU004559,28,Male,Salaried,27607,661,"West Bengal",21-30
CU001445,48,Male,Salaried,92308,465,Maharashtra,41-50
CU000574,42,Female,"Self Employed",78999,776,Telangana,41-50
CU000719,25,Male,"Self Employed",23493,576,"West Bengal",21-30
CU002530,64,Female,"Self Employed",54551,597,Gujarat,"60 Above"
CU000894,32,Female,Salaried,14995,609,"Andra Pradesh",31-40
CU004383,60,Male,"Self Employed",49099,595,Gujarat,51-60
CU001609,35,Male,"Self Employed",51282,651,Delhi,31-40
CU004518,42,Male,Salaried,26562,764,Telangana,41-50
CU003816,50,Male,Salaried,41731,696,Kerala,41-50
CU000679,42,Male,Salaried,12000,652,"Tamil Nadu",41-50
CU002676,30,Male,Salaried,41781,573,Telangana,21-30
CU000556,32,Male,"Self Employed",65427,867,Maharashtra,31-40
CU003812,53,Male,"Self Employed",55736,828,Delhi,51-60
CU000961,29,Male,"Self Employed",51971,668,"Andra Pradesh",21-30
CU000685,47,Male,"Self Employed",24576,756,Gujarat,41-50
CU002855,29,Male,Salaried,83851,720,"Uttar Pradesh",21-30
CU001578,40,Male,Salaried,58764,640,Kerala,31-40
CU002006,22,Male,Salaried,35169,623,"West Bengal",21-30
CU001521,32,Female,Salaried,43450,584,,31-40
CU003465,25,Male,Salaried,53227,766,Telangana,21-30
CU001356,33,Male,Salaried,33954,581,"Uttar Pradesh",31-40
CU001627,33,Male,"Self Employed",57426,568,Karnataka,31-40
CU002657,43,Male,"Self Employed",83444,551,"West Bengal",41-50
CU003414,34,Male,Salaried,48961,723,"Andra Pradesh",31-40
CU004481,43,Male,"Self Employed",42177,591,Telangana,41-50
CU001597,49,Male,Salaried,53162,900,"Tamil Nadu",41-50
CU001957,31,Female,"Self Employed",61023,724,Gujarat,31-40
CU002514,39,Female,Salaried,32171,779,Maharashtra,31-40
CU001234,27,Female,Salaried,60728,629,Kerala,21-30
CU003342,33,Male,Salaried,74142,578,"Tamil Nadu",31-40
CU004295,22,Male,Salaried,43521,674,"West Bengal",21-30
CU003266,34,Male,Salaried,22906,728,"Andra Pradesh",31-40
CU003109,56,Female,"Self Employed",38549,771,"Uttar Pradesh",51-60
CU003412,43,Male,Salaried,67841,632,"West Bengal",41-50
CU001142,42,Female,"Self Employed",81152,725,Kerala,41-50
CU004235,34,Male,"Self Employed",52916,668,"Andra Pradesh",31-40
CU002794,38,Male,Salaried,40792,651,Karnataka,31-40
CU002964,42,Male,Salaried,26588,816,"Andra Pradesh",41-50
CU001893,53,Female,"Self Employed",33245,550,Kerala,51-60
CU003818,47,Male,Salaried,49526,724,"Tamil Nadu",41-50
CU002417,41,Male,Salaried,25173,741,"Andra Pradesh",41-50
CU000129,41,Male,Salaried,36694,696,Kerala,41-50
CU000932,32,Male,"Self Employed",12000,670,Telangana,31-40
CU002244,45,Female,Salaried,46980,632,"West Bengal",41-50
CU003523,52,Male,Salaried,74216,585,Karnataka,51-60
CU001962,46,Female,Salaried,36269,776,,41-50
CU002415,42,Female,Salaried,51596,626,Kerala,41-50
CU000750,31,Female,Salaried,58908,577,Maharashtra,31-40
CU002363,35,Male,Salaried,37270,708,Maharashtra,31-40
CU000237,35,Male,Salaried,41073,745,Maharashtra,31-40
CU003092,52,Male,Salaried,13235,601,"West Bengal",51-60
CU004066,26,Female,"Self Employed",34296,832,Karnataka,21-30
CU001852,50,Female,"Self Employed",40327,698,"Andra Pradesh",41-50
CU001056,44,Male,"Self Employed",35630,611,"Uttar Pradesh",41-50
CU000590,48,Male,"Self Employed",37971,820,"West Bengal",41-50
CU000746,37,Female,"Self Employed",12000,775,"Andra Pradesh",31-40
CU003511,39,Female,Salaried,60649,740,"Andra Pradesh",31-40
CU004051,49,Female,Salaried,43272,675,"West Bengal",41-50
CU000764,38,Male,Salaried,51459,674,"Andra Pradesh",31-40
CU003548,36,Male,Salaried,42228,448,Kerala,31-40
CU000206,37,Male,"Self Employed",14489,617,Gujarat,31-40
CU001704,35,Male,Salaried,59069,672,"Uttar Pradesh",31-40
CU000421,30,Male,Salaried,32583,501,Delhi,21-30
CU001829,58,Male,Salaried,12000,666,Gujarat,51-60
CU004090,45,Female,Salaried,45296,764,"Andra Pradesh",41-50
CU003531,22,Male,Salaried,60312,677,"Tamil Nadu",21-30
CU004155,29,Male,"Self Employed",61584,590,Kerala,21-30
CU002635,54,Male,"Self Employed",59520,607,"Andra Pradesh",51-60
CU003725,38,Male,Salaried,52890,682,"Uttar Pradesh",31-40
CU004404,35,Male,"Self Employed",54734,561,Karnataka,31-40
CU000281,26,Male,Salaried,12000,679,Kerala,21-30
CU000564,31,Male,"Self Employed",28999,674,Delhi,31-40
CU000419,22,Male,Salaried,22464,835,"Andra Pradesh",21-30
CU004083,65,Male,"Self Employed",31667,619,"Tamil Nadu","60 Above"
CU004353,35,Male,"Self Employed",25255,651,"Andra Pradesh",31-40
CU001524,21,Male,Salaried,39462,619,Karnataka,21-30
CU000758,21,Male,Salaried,68071,804,"Uttar Pradesh",21-30
CU003716,24,Male,Salaried,73940,794,Kerala,21-30
CU002735,45,Male,Salaried,51487,579,"Andra Pradesh",41-50
CU001380,50,Male,Salaried,67026,744,delhi,41-50
CU000458,36,Female,Salaried,51534,707,Kerala,31-40
CU003554,37,Female,"Self Employed",56323,767,Karnataka,31-40
CU003374,46,Male,Salaried,44107,665,Gujarat,41-50
CU002328,46,Male,"Self Employed",58694,583,Maharashtra,41-50
CU000892,38,Male,"Self Employed",23027,807,"Uttar Pradesh",31-40
CU000762,32,Male,Salaried,61310,675,Gujarat,31-40
CU003749,42,Male,Salaried,78533,620,"West Bengal",41-50
CU003117,29,Male,Salaried,39424,648,Maharashtra,21-30
CU002375,29,Male,Salaried,51732,673,"Uttar Pradesh",21-30
CU003074,40,Female,Salaried,12000,642,Telangana,31-40
CU003501,44,Male,Salaried,21420,629,Maharashtra,41-50
CU001400,41,Male,Salaried,53789,671,"West Bengal",41-50
CU000535,40,Female,Salaried,40311,609,Kerala,31-40
CU001907,26,Male,Salaried,56578,771,Maharashtra,21-30
CU003642,43,Female,Salaried,32831,716,"Andra Pradesh",41-50
CU004143,23,Male,Salaried,14270,529,Maharashtra,21-30
CU000454,36,Male,"Self Employed",64307,791,Maharashtra,31-40
CU003682,31,Male,Salaried,12000,769,Karnataka,31-40
CU002133,61,Male,"Self Employed",24688,694,"West Bengal","60 Above"
CU001898,39,Female,"Self Employed",42233,646,"Uttar Pradesh",31-40
CU003410,34,Male,"Self Employed",42754,682,"West Bengal",31-40
CU003336,40,Male,Salaried,58482,744,"Uttar Pradesh",31-40
CU004558,35,Male,"Self Employed",71845,650,Gujarat,31-40
CU003928,43,Male,"Self Employed",65954,712,"Tamil Nadu",41-50
CU002869,21,Female,"Self Employed",60685,566,DELHI,21-30
CU004208,27,Male,"Self Employed",59343,629,DELHI,21-30
CU000519,39,Male,"Self Employed",55035,647,"Andra Pradesh",31-40
CU001343,48,Female,Salaried,33576,636,Karnataka,41-50
CU004474,25,Male,Salaried,42221,838,Gujarat,21-30
CU002634,22,Male,Salaried,44781,719,"Andra Pradesh",21-30
CU002473,45,Female,Salaried,73448,684,Maharashtra,41-50
CU002524,48,Male,Salaried,38848,592,"Uttar Pradesh",41-50
CU002651,39,Male,Salaried,59155,642,"Tamil Nadu",31-40
CU004131,46,Male,"Self Employed",33621,778,Telangana,41-50
CU003449,23,Female,Salaried,53897,737,"Tamil Nadu",21-30
CU003259,30,Female,Salaried,19467,687,delhi,21-30
CU001064,51,Male,Salaried,32839,588,Telangana,51-60
CU004403,33,Female,Salaried,18987,706,"Andra Pradesh",31-40
CU000369,54,Male,"Self Employed",38553,769,Gujarat,51-60
CU004032,44,Female,"Self Employed",101940,637,Delhi,41-50
CU003758,34,Male,Salaried,55420,716,Kerala,31-40
CU002934,29,Male,"Self Employed",22509,687,"Tamil Nadu",21-30
CU000046,26,Male,"Self Employed",66661,774,"Uttar Pradesh",21-30
CU004049,36,Male,Salaried,36121,683,Kerala,31-40
CU003005,36,Male,Salaried,32324,622,DELHI,31-40
CU003081,47,Male,"Self Employed",32764,693,Gujarat,41-50
CU002595,35,Male,Salaried,96605,617,Gujarat,31-40
CU001849,56,Male,Salaried,39736,774,Karnataka,51-60
CU004369,38,Male,Salaried,25769,577,Kerala,31-40
CU000779,29,Male,Salaried,32234,871,"West Bengal",21-30
CU002911,37,Male,Salaried,33371,592,Telangana,31-40
CU001529,45,Female,"Self Employed",40325,824,"Andra Pradesh",41-50
CU002732,32,Male,Salaried,29557,738,Gujarat,31-40
CU004417,36,Male,Salaried,43823,548,"Tamil Nadu",31-40
CU000907,35,Female,Salaried,12000,653,Kerala,31-40
CU004023,21,Male,"Self Employed",35020,705,Delhi,21-30
CU000725,22,Male,"Self Employed",50159,679,Karnataka,21-30
CU000805,46,Female,Salaried,38698,763,"Andra Pradesh",41-50
CU003136,45,Male,Salaried,50353,756,"Andra Pradesh",41-50
CU001753,38,Female,Salaried,39236,696,Karnataka,31-40
CU000112,24,Male,Salaried,17028,730,"Uttar Pradesh",21-30
CU003762,38,Male,"Self Employed",24481,682,Maharashtra,31-40
CU003862,52,Male,"Self Employed",48878,685,"Tamil Nadu",51-60
CU001716,48,Male,Salaried,12000,630,Karnataka,41-50
CU002680,31,Male,Salaried,67528,824,Kerala,31-40
CU002285,27,Male,"Self Employed",31315,616,delhi,21-30
CU000059,28,Male,Salaried,43809,657,Delhi,21-30
CU003441,37,Female,"Self Employed",27243,672,delhi,31-40
CU003568,52,Male,"Self Employed",12415,710,"Andra Pradesh",51-60
CU003893,40,Female,"Self Employed",51440,574,"Andra Pradesh",31-40
CU002664,33,Male,Salaried,46040,691,Gujarat,31-40
CU000276,28,Female,Salaried,66826,734,Kerala,21-30
CU000002,35,Male,"Self Employed",76584,749,Kerala,31-40
CU001237,36,Male,Salaried,67564,770,Maharashtra,31-40
CU001082,24,Female,Salaried,43969,725,"West Bengal",21-30
CU004089,34,Male,"Self Employed",38221,692,"Tamil Nadu",31-40
CU003811,37,Male,Salaried,48806,658,"Andra Pradesh",31-40
CU002350,33,Female,Salaried,62060,654,"West Bengal",31-40
CU000997,46,Female,"Self Employed",20416,810,,41-50
CU000211,37,Male,Salaried,16384,755,,31-40
CU002214,43,Male,"Self Employed",16612,700,,41-50
CU002347,41,Male,Salaried,46497,613,"Tamil Nadu",41-50
CU001987,37,Male,"Self Employed",41456,641,"Uttar Pradesh",31-40
CU000439,36,Male,Salaried,30101,608,Karnataka,31-40
CU002098,35,Male,Salaried,50289,685,"Tamil Nadu",31-40
CU003590,52,Male,"Self Employed",33700,736,Delhi,51-60
CU004241,54,Male,Salaried,45259,651,"Tamil Nadu",51-60
CU004242,65,Male,"Self Employed",42761,765,"West Bengal","60 Above"
CU004052,28,Male,Salaried,67625,554,Maharashtra,21-30
CU001580,38,Male,Salaried,51725,613,"Andra Pradesh",31-40
CU000192,40,Female,Salaried,95538,632,"Tamil Nadu",31-40
CU002688,21,Female,"Self Employed",37684,673,"Uttar Pradesh",21-30
CU001736,45,Male,Salaried,26421,634,Maharashtra,41-50
CU002955,41,Male,Salaried,67481,869,Maharashtra,41-50
CU002290,47,Male,Salaried,13796,870,delhi,41-50
CU003422,32,Male,Salaried,30331,679,Kerala,31-40
CU002973,42,Male,Salaried,12000,784,"West Bengal",41-50
CU001405,31,Male,Salaried,12000,692,"Tamil Nadu",31-40
CU004418,44,Female,"Self Employed",48099,749,Telangana,41-50
CU004338,29,Male,Salaried,61424,729,"Tamil Nadu",21-30
CU003204,39,Male,Salaried,23584,766,"Andra Pradesh",31-40
CU004260,44,Male,Salaried,63530,765,Gujarat,41-50
CU004557,55,Male,Salaried,68204,601,Karnataka,51-60
CU001207,45,Male,Salaried,32709,780,Maharashtra,41-50
CU000386,21,Female,Salaried,42251,765,Karnataka,21-30
CU002334,45,Male,"Self Employed",41136,501,"West Bengal",41-50
CU002576,44,Male,"Self Employed",59459,791,,41-50
CU003043,55,Male,Salaried,81591,551,Telangana,51-60
CU002643,39,Male,Salaried,54639,765,"Uttar Pradesh",31-40
CU000588,24,Male,"Self Employed",57441,799,"West Bengal",21-30
CU001930,38,Male,Salaried,54266,650,Maharashtra,31-40
CU002202,42,Male,Salaried,95063,636,DELHI,41-50
CU002894,45,Male,Salaried,35529,663,"West Bengal",41-50
CU002695,32,Male,"Self Employed",47975,726,Kerala,31-40
CU004533,41,Male,Salaried,36995,607,Maharashtra,41-50
CU000307,49,Male,Salaried,59379,769,"West Bengal",41-50
CU001178,22,Male,"Self Employed",18385,483,"Uttar Pradesh",21-30
CU003831,48,Male,Salaried,55463,686,"Andra Pradesh",41-50
CU004487,51,Male,"Self Employed",36237,782,"Tamil Nadu",51-60
CU003282,37,Male,Salaried,65800,715,Kerala,31-40
CU001550,35,Male,"Self Employed",12000,666,Kerala,31-40
CU003076,60,Male,"Self Employed",81381,722,Maharashtra,51-60
CU003786,36,Male,Salaried,59423,703,"Tamil Nadu",31-40
CU001793,47,Male,"Self Employed",25259,699,"Andra Pradesh",41-50
CU000127,41,Male,Salaried,40617,701,Delhi,41-50
CU002348,46,Male,"Self Employed",66148,672,delhi,41-50
CU003513,41,Female,Salaried,66502,690,"Uttar Pradesh",41-50
CU003344,37,Female,"Self Employed",97957,720,Gujarat,31-40
CU000875,38,Female,Salaried,16888,591,Karnataka,31-40
CU002294,25,Female,"Self Employed",66949,574,"Andra Pradesh",21-30
CU003242,36,Male,Salaried,62098,728,Maharashtra,31-40
CU001217,48,Male,Salaried,58832,679,Telangana,41-50
CU003663,47,Male,"Self Employed",24779,726,"Tamil Nadu",41-50
CU004308,39,Female,Salaried,42377,649,"Andra Pradesh",31-40
CU001670,33,Male,Salaried,59994,498,"Andra Pradesh",31-40
CU003459,48,Female,Salaried,62221,778,Telangana,41-50
CU001963,40,Male,Salaried,31411,724,Telangana,31-40
CU003394,37,Male,Salaried,12000,707,Maharashtra,31-40
CU001726,51,Female,Salaried,12000,897,Kerala,51-60
CU003464,31,Male,"Self Employed",46260,727,Gujarat,31-40
CU001396,23,Female,"Self Employed",12000,679,Gujarat,21-30
CU003194,28,Female,"Self Employed",93367,677,"West Bengal",21-30
CU003987,21,Male,"Self Employed",67401,379,Maharashtra,21-30
CU003660,29,Male,"Self Employed",45725,721,Gujarat,21-30
CU003656,21,Female,Salaried,58119,679,"Tamil Nadu",21-30
CU004537,30,Male,"Self Employed",64820,863,"Tamil Nadu",21-30
CU002882,22,Female,Salaried,33870,726,"Uttar Pradesh",21-30
CU002983,34,Male,"Self Employed",46706,527,"Andra Pradesh",31-40
CU002669,27,Female,"Self Employed",47056,820,Maharashtra,21-30
CU001104,26,Male,"Self Employed",42229,641,"Tamil Nadu",21-30
CU002329,51,Female,Salaried,87974,726,"Andra Pradesh",51-60
CU002874,49,Male,Salaried,33213,701,"Andra Pradesh",41-50
CU003909,35,Male,Salaried,28917,498,Kerala,31-40
CU000651,40,Male,"Self Employed",70447,531,"West Bengal",31-40
CU004189,26,Male,"Self Employed",99133,686,Kerala,21-30
CU003802,34,Male,Salaried,50549,773,Karnataka,31-40
CU002169,44,Male,"Self Employed",40309,636,Karnataka,41-50
CU002134,47,Male,"Self Employed",12000,661,Gujarat,41-50
CU002865,33,Male,Salaried,27948,734,"Andra Pradesh",31-40
CU003534,55,Male,"Self Employed",44930,725,Maharashtra,51-60
CU002314,35,Male,Salaried,70997,615,Telangana,31-40
CU004229,58,Male,Salaried,36043,859,DELHI,51-60
CU000346,37,Male,Salaried,30308,607,"Tamil Nadu",31-40
CU004428,34,Female,Salaried,43095,563,Kerala,31-40
CU001934,43,Male,Salaried,22536,864,"Uttar Pradesh",41-50
CU001792,21,Male,Salaried,66122,750,Karnataka,21-30
CU004048,45,Male,Salaried,12000,763,Telangana,41-50
CU003155,56,Male,"Self Employed",26063,514,"West Bengal",51-60
CU002158,45,Male,"Self Employed",71320,631,delhi,41-50
CU004098,31,Male,"Self Employed",32692,508,Kerala,31-40
CU001434,52,Female,Salaried,74502,662,"Uttar Pradesh",51-60
CU002888,30,Male,Salaried,44941,608,"Tamil Nadu",21-30
CU001065,24,Male,"Self Employed",53644,618,"Tamil Nadu",21-30
CU002422,46,Male,Salaried,30975,767,Karnataka,41-50
CU004301,41,Male,"Self Employed",42610,622,"West Bengal",41-50
CU001549,35,Male,"Self Employed",42451,689,Kerala,31-40
CU000269,54,Male,"Self Employed",33928,731,Telangana,51-60
CU003619,52,Male,"Self Employed",12000,757,Gujarat,51-60
CU000343,45,Male,"Self Employed",39373,686,Kerala,41-50
CU001298,38,Male,Salaried,58447,694,Kerala,31-40
CU001740,60,Male,Salaried,51539,604,Maharashtra,51-60
CU001750,36,Male,Salaried,64063,751,"Uttar Pradesh",31-40
CU000317,41,Male,"Self Employed",79044,730,delhi,41-50
CU003815,39,Male,Salaried,20946,735,"West Bengal",31-40
CU003926,28,Male,"Self Employed",21926,671,Telangana,21-30
CU002851,28,Female,"Self Employed",34023,742,"Tamil Nadu",21-30
CU001095,21,Female,"Self Employed",85843,674,"Andra Pradesh",21-30
CU002124,32,Male,Salaried,48964,709,Gujarat,31-40
CU000429,28,Female,"Self Employed",31924,487,"Tamil Nadu",21-30
CU000966,26,Male,"Self Employed",47049,636,Karnataka,21-30
CU000696,56,Female,Salaried,90633,624,Telangana,51-60
CU001045,65,Male,"Self Employed",38887,491,,"60 Above"
CU000182,28,Male,Salaried,44306,701,Maharashtra,21-30
CU000900,55,Male,"Self Employed",40138,680,"West Bengal",51-60
CU004583,34,Male,Salaried,72914,584,Maharashtra,31-40
CU000314,40,Female,Salaried,54819,746,delhi,31-40
CU000502,52,Male,"Self Employed",46706,607,"Tamil Nadu",51-60
CU000444,40,Male,"Self Employed",12000,696,"West Bengal",31-40
CU003302,38,Female,Salaried,34251,749,Delhi,31-40
CU000871,21,Female,Salaried,45569,492,Telangana,21-30
CU000922,49,Male,Salaried,82376,717,Gujarat,41-50
CU000013,48,Female,Salaried,63625,604,Kerala,41-50
CU003433,51,Male,Salaried,12000,424,"Tamil Nadu",51-60
CU002949,42,Male,Salaried,35036,640,"Uttar Pradesh",41-50
CU003073,44,Female,Salaried,63388,672,Maharashtra,41-50
CU001848,50,Male,Salaried,95108,639,Telangana,41-50
CU001855,42,Male,"Self Employed",72663,737,"West Bengal",41-50
CU003384,48,Female,Salaried,78255,797,Telangana,41-50
CU001218,32,Male,Salaried,25401,503,"Tamil Nadu",31-40
CU002910,36,Female,Salaried,47635,712,Gujarat,31-40
CU002820,21,Male,"Self Employed",71933,713,Karnataka,21-30
CU000496,27,Female,"Self Employed",12000,708,"Andra Pradesh",21-30
CU002156,37,Male,"Self Employed",57731,889,"West Bengal",31-40
CU003678,44,Male,Salaried,12000,630,Karnataka,41-50
CU001269,21,Male,Salaried,46892,706,Kerala,21-30
CU002879,39,Male,Salaried,74213,747,"Uttar Pradesh",31-40
CU001467,21,Male,"Self Employed",54216,774,"Uttar Pradesh",21-30
CU001061,39,Male,Salaried,42169,618,delhi,31-40
CU003713,49,Male,Salaried,43418,638,DELHI,41-50
CU002116,38,Female,"Self Employed",29987,653,"West Bengal",31-40
CU001579,29,Male,"Self Employed",32136,669,Maharashtra,21-30
CU002961,38,Male,"Self Employed",25977,830,Kerala,31-40
CU002226,26,Male,"Self Employed",27123,580,Gujarat,21-30
CU000055,43,Male,Salaried,62315,637,Maharashtra,41-50
CU002186,35,Female,Salaried,28434,690,Kerala,31-40
CU002457,34,Male,Salaried,38065,632,Telangana,31-40
CU002065,43,Male,Salaried,36295,545,"Tamil Nadu",41-50
CU003327,32,Female,"Self Employed",98413,733,Karnataka,31-40
CU003295,52,Male,Salaried,16593,734,Telangana,51-60
CU002861,55,Male,Salaried,43772,708,"Andra Pradesh",51-60
CU002403,31,Male,Salaried,56471,600,Kerala,31-40
CU000633,32,Male,Salaried,51590,642,Gujarat,31-40
CU000578,53,Female,"Self Employed",31843,756,Telangana,51-60
CU002102,21,Male,"Self Employed",43960,705,"Uttar Pradesh",21-30
CU000247,41,Male,"Self Employed",53438,658,"Andra Pradesh",41-50
CU000788,41,Female,"Self Employed",25283,654,Karnataka,41-50
CU002742,37,Male,Salaried,55666,648,Karnataka,31-40
CU003108,45,Male,"Self Employed",24116,756,Delhi,41-50
CU000234,25,Male,"Self Employed",13868,641,"Tamil Nadu",21-30
CU004250,40,Male,Salaried,53107,577,Maharashtra,31-40
CU002321,52,Male,"Self Employed",27267,806,Karnataka,51-60
CU004370,21,Male,"Self Employed",42664,619,"Tamil Nadu",21-30
CU003085,36,Female,Salaried,33666,748,,31-40
CU004284,45,Male,"Self Employed",26276,607,,41-50
CU002625,51,Male,Salaried,30733,836,Karnataka,51-60
CU001828,49,Male,"Self Employed",72047,467,"Andra Pradesh",41-50
CU002780,47,Male,Salaried,68864,654,"Tamil Nadu",41-50
CU001376,42,Male,Salaried,26417,577,Gujarat,41-50
CU003949,25,Male,"Self Employed",56585,744,Maharashtra,21-30
CU000786,38,Male,"Self Employed",29402,777,Maharashtra,31-40
CU003362,30,Female,Salaried,18283,846,delhi,21-30
CU000525,32,Male,"Self Employed",39566,563,Telangana,31-40
CU003587,21,Male,Salaried,40964,683,"Uttar Pradesh",21-30
CU004491,46,Male,"Self Employed",39480,600,Kerala,41-50
CU002276,35,Male,"Self Employed",63313,786,Telangana,31-40
CU002852,42,Male,Salaried,53022,846,"West Bengal",41-50
CU001180,39,Male,Salaried,16778,752,"Andra Pradesh",31-40
CU002194,27,Male,Salaried,50473,821,Telangana,21-30
CU002248,42,Female,"Self Employed",29503,632,Kerala,41-50
CU003041,29,Male,Salaried,51980,900,Telangana,21-30
CU004108,32,Female,Salaried,24001,704,Karnataka,31-40
